prix;Kilométrage;Mise en circulation;Énergie;Boite vitesse;Puissance fiscale;Transmission;Carrosserie;Date de l'annonce;Gouvernorat;Marque;Modèle;Génération;Couleur extérieure;Couleur intérieure;Sellerie;Nombre de places;Nombre de portes;Cylindrée
35000DT;175000km;05.2016;Essence;Manuelle;5cv;Traction;SUV/4x4;22.02.2024;Ariana;Peugeot;2008;(A94)5HB;"""""";"""""";"""""";"""""";"""""";""""""
49400DT;45000km;05.2020;Essence;Manuelle;6cv;Traction;SUV/4x4;26.02.2024;Sousse;Chery;Tiggo2;Rouge;Noir;"""""";Similicuir;5;5;998cm³
46000DT;145000km;06.2013;Essence;Manuelle;5cv;Traction;Berline;04.03.2024;Sousse;Volkswagen;Golf7;VIISW;"""""";"""""";"""""";"""""";"""""";""""""
53000DT;80000km;09.2020;Essence;Manuelle;5cv;Traction;Citadine;10.03.2024;Ariana;Seat;Ibiza;Blanc;Noir;"""""";Tissu;5;4;999cm³
68000DT;80000km;11.2017;Essence;Automatique;9cv;Traction;SUV/4x4;13.03.2024;Nabeul;Haval;H6;Blanc;Noir;"""""";Cuirintégral;5;5;1500cm³
45000DT;92000km;06.2015;Essence;Manuelle;5cv;Traction;SUV/4x4;14.03.2024;Ariana;Peugeot;2008;(A94)5HB;"""""";"""""";"""""";"""""";"""""";""""""
50000DT;200000km;10.2018;Diesel;Manuelle;7cv;Propulsion;Pickup;14.03.2024;Tunis;Ssangyong;ActyonSports;II;"""""";"""""";"""""";"""""";"""""";""""""
41200DT;94000km;04.2019;Essence;Manuelle;6cv;Traction;Autres;19.02.2024;BenArous;GreatWall;M4;"""""";Rouge;"""""";Cuirintégral;"""""";"""""";""""""
33000DT;300000km;12.1998;Diesel;Manuelle;11cv;Propulsion;SUV/4x4;19.02.2024;Gabès;Mitsubishi;Pajero;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
68000DT;190000km;01.2018;Essence;Automatique;7cv;Propulsion;Citadine;19.02.2024;Sousse;BMW;Série1;(F20)LCI5portes;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;350000km;06.2003;Diesel;Manuelle;11cv;Intégrale;SUV/4x4;19.02.2024;Gabès;Toyota;Prado;120(_J12_);"""""";"""""";"""""";"""""";"""""";""""""
31500DT;179000km;07.2010;Essence;Manuelle;4cv;Traction;Citadine;19.02.2024;Tunis;Mini;3portes;2(R56);"""""";"""""";"""""";"""""";"""""";""""""
52000DT;120000km;06.2019;Diesel;Manuelle;6cv;Intégrale;Berline;19.02.2024;Kasserine;Renault;Megane;IVHatchback;"""""";"""""";"""""";"""""";"""""";""""""
30000DT;229000km;01.2010;Essence;Manuelle;5cv;Propulsion;Coupé;19.02.2024;Tunis;Mini;3portes;"""""";Beige;Noir;Tissu;4;3;1397cm³
28000DT;94910km;12.2011;Essence;Manuelle;5cv;Traction;Citadine;20.02.2024;Tunis;Peugeot;207;"""""";GrisShark;Gris;Tissu;5;4;1360cm³
78000DT;100000km;01.2017;Essence;Automatique;9cv;Traction;SUV/4x4;20.02.2024;Sfax;Mazda;CX-5;"""""";GrisShark;Cuirintégral;"""""";"""""";"""""";""""""
65000DT;100000km;01.2018;Essence;Automatique;9cv;Intégrale;SUV/4x4;20.02.2024;Mahdia;MG;GS;"""""";Orange;Beige;Cuirintégral;5;4;1490cm³
48000DT;57000km;09.2019;Essence;Automatique;5cv;Propulsion;Autres;20.02.2024;Nabeul;KIA;Picanto;(JA);"""""";"""""";"""""";"""""";"""""";""""""
50000DT;50000km;05.2020;Essence;Manuelle;5cv;Traction;SUV/4x4;20.02.2024;Tunis;Peugeot;2008;II(P24E)5HB;"""""";"""""";"""""";"""""";"""""";""""""
34000DT;160000km;03.2012;Essence;Manuelle;6cv;Traction;Compacte;20.02.2024;Tunis;Citroën;C4;"""""";Blanc;Noir;Cuirintégral;5;5;1400cm³
95000DT;30000km;09.2021;Essence;Manuelle;6cv;Traction;Compacte;20.02.2024;Sousse;Volkswagen;Golf8;"""""";Noir;Gris;Tissu;5;5;1000cm³
99900DT;165000km;02.2015;Diesel;Automatique;9cv;Intégrale;SUV/4x4;20.02.2024;BenArous;Audi;Q5;I(8RB)Phase2;"""""";"""""";"""""";"""""";"""""";""""""
37000DT;170000km;07.2017;Essence;Manuelle;7cv;Traction;Citadine;20.02.2024;BenArous;Chery;Arrizo5;"""""";Beige;Noir;Similicuir;5;4;1499.0cm³
100000DT;128000km;05.2017;Diesel;Automatique;10cv;Intégrale;SUV/4x4;20.02.2024;Tunis;KIA;Sportage;Autre;"""""";"""""";Cuirintégral;"""""";"""""";""""""
21500DT;230000km;12.2006;Essence;Manuelle;7cv;Traction;Citadine;20.02.2024;Bizerte;Renault;Megane;"""""";Grisanthracite;Noir;Tissu;5;5;1598cm³
65000DT;250000km;08.2016;Essence;Automatique;11cv;Traction;Berline;20.02.2024;BenArous;Mercedes-Benz;ClasseC;(204)Phase2Berline;"""""";"""""";"""""";"""""";"""""";""""""
51000DT;280000km;11.2009;Essence;Automatique;9cv;Intégrale;Berline;20.02.2024;Ariana;Mercedes-Benz;ClasseC;(204)Berline;"""""";"""""";"""""";"""""";"""""";""""""
58000DT;113000km;11.2015;Essence;Manuelle;5cv;Traction;Citadine;20.02.2024;Tunis;Volkswagen;Golf7;VII5Portes;"""""";"""""";"""""";"""""";"""""";""""""
25000DT;135000km;12.2017;Diesel;Manuelle;5cv;Traction;Citadine;21.02.2024;SidiBouzid;Fiat;Fiorino;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
24500DT;100123km;12.2016;Essence;Manuelle;5cv;Traction;Citadine;21.02.2024;SidiBouzid;Chevrolet;Sonic;"""""";Noir;"""""";"""""";"""""";"""""";""""""
25000DT;200000km;10.2019;Diesel;Manuelle;5cv;Propulsion;Berline;21.02.2024;SidiBouzid;Fiat;Doblo;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
101460DT;61000km;01.2021;Essence;Automatique;9cv;Intégrale;SUV/4x4;21.02.2024;Sousse;Haval;H6;"""""";Noir;Cuirintégral;"""""";"""""";"""""";""""""
63000DT;188000km;09.2011;Essence;Automatique;11cv;Propulsion;Berline;21.02.2024;Sfax;Mercedes-Benz;ClasseE;"""""";Noir;Noir;Cuirintégral;5;5;1998cm³
46000DT;105390km;09.2011;Essence;Manuelle;7cv;Traction;Berline;21.02.2024;Tunis;Mini;Countryman;"""""";Marron;Noir;Cuirintégral;5;5;1598cm³
40000DT;161000km;08.2016;Essence;Manuelle;6cv;Traction;Autres;21.02.2024;Tunis;Ford;Focus;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
85000DT;77000km;03.2021;Essence;Automatique;9cv;Traction;SUV/4x4;21.02.2024;Tunis;Haval;H6;"""""";Noir;Marron;Similicuir;5;4;1499cm³
58000DT;146000km;12.2015;Essence;Manuelle;4cv;Traction;Coupé;21.02.2024;Monastir;Mini;3portes;3(F56)3Portes;"""""";"""""";"""""";"""""";"""""";""""""
24000DT;100000km;05.2013;Essence;Manuelle;4cv;Traction;Compacte;21.02.2024;Sousse;Fiat;PuntoEvo;Evo(199)5portes;"""""";"""""";"""""";"""""";"""""";""""""
31000DT;204000km;02.2017;Essence;Manuelle;6cv;Traction;Coupé;22.02.2024;Ariana;Ford;Fiesta;VIPhase25portes;"""""";"""""";"""""";"""""";"""""";""""""
63000DT;202000km;09.2015;Essence;Automatique;7cv;Propulsion;Berline;22.02.2024;BenArous;BMW;Série3;(F30)Berline;"""""";"""""";"""""";"""""";"""""";""""""
56000DT;200000km;03.2014;Diesel;Manuelle;5cv;Traction;Citadine;22.02.2024;Sousse;Mercedes-Benz;ClasseA;(W176);"""""";"""""";"""""";"""""";"""""";""""""
25000DT;270000km;08.2010;Essence;Manuelle;5cv;Traction;Compacte;22.02.2024;Ariana;Ford;Fiesta;Autre;"""""";"""""";"""""";"""""";"""""";""""""
55000DT;37000km;05.2021;Essence;Automatique;4cv;Traction;Citadine;22.02.2024;Tunis;Fiat;"""""";500;Rouge;Beige;Tissu;4;2;1200cm³
31000DT;270000km;07.2014;Essence;Manuelle;7cv;Traction;Berline;22.02.2024;Jendouba;Chevrolet;Cruze;Berline(J300);"""""";"""""";"""""";"""""";"""""";""""""
33000DT;82000km;12.2019;Essence;Manuelle;4cv;Traction;Citadine;22.02.2024;Ariana;Peugeot;208;IPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
36000DT;84000km;06.2018;Essence;Manuelle;5cv;Traction;Berline;22.02.2024;LaManouba;Chevrolet;Sonic;"""""";Noir;Noir;Tissu;5;4;1200cm³
40000DT;173000km;09.2013;Essence;Manuelle;7cv;Intégrale;Berline;22.02.2024;Tunis;Renault;Fluence;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
125000DT;130000km;04.2019;Essence;Automatique;7cv;Propulsion;Berline;22.02.2024;Monastir;BMW;Série4GranCoupé;"""""";Blanc;Noir;Cuirintégral;5;4;1499cm³
27500DT;300000km;01.1991;Diesel;Manuelle;11cv;Traction;SUV/4x4;23.02.2024;Sousse;Nissan;Patrol;-260;"""""";"""""";"""""";"""""";"""""";""""""
57000DT;64000km;11.2019;Essence;Manuelle;5cv;Traction;Citadine;23.02.2024;Ariana;Volkswagen;Polo;"""""";Blanc;Noir;Tissu;4;5;899cm³
33000DT;69000km;12.2020;Essence;Manuelle;4cv;Traction;Compacte;23.02.2024;Ariana;Toyota;Aygo;"""""";Noir;Noir;Similicuir;4;2;998cm³
30000DT;180000km;11.2000;Essence;Automatique;27cv;Intégrale;Autres;23.02.2024;Ariana;Mercedes-Benz;ML;-163;"""""";"""""";"""""";"""""";"""""";""""""
133500DT;48000km;05.2022;Hybriderechargeableessence;Automatique;7cv;Traction;SUV/4x4;23.02.2024;Monastir;MG;e-HS;/EHS;"""""";"""""";"""""";"""""";"""""";""""""
49000DT;63000km;03.2019;Essence;Manuelle;4cv;Traction;Citadine;23.02.2024;Sousse;Fiat;500;Aubergine;"""""";"""""";Cuirintégral;"""""";"""""";""""""
23000DT;151000km;12.2009;Diesel;Manuelle;6cv;Traction;Monospace;23.02.2024;Ariana;Ford;C-Max;(CB3);"""""";"""""";"""""";"""""";"""""";""""""
31500DT;206000km;11.2005;Diesel;Manuelle;6cv;Traction;Berline;23.02.2024;Tunis;Volkswagen;Golf5;V;"""""";"""""";"""""";"""""";"""""";""""""
31000DT;64000km;05.2017;Diesel;Manuelle;7cv;Propulsion;Utilitaire;23.02.2024;Sfax;Tata;XenonX2SimpleCabine;"""""";Blanc;Noir;Tissu;2;2;2198cm³
39200DT;230000km;01.2014;Essence;Automatique;7cv;Traction;Berline;23.02.2024;Tunis;Peugeot;508;"""""";Blanc;Noir;Similicuir;5;4;1598cm³
108000DT;189000km;08.2009;Essence;Automatique;14cv;Intégrale;SUV/4x4;23.02.2024;Ariana;Jeep;Wrangler;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
168000DT;46000km;02.2021;Hybriderechargeableessence;Automatique;6cv;Traction;Compacte;23.02.2024;Ariana;Mercedes-Benz;ClasseA;(W177)Hatchback;"""""";"""""";"""""";"""""";"""""";""""""
153000DT;103000km;08.2014;Diesel;Automatique;16cv;Propulsion;SUV/4x4;23.02.2024;Ariana;LandRover;DiscoverySport;"""""";GrisShark;"""""";Cuirintégral;"""""";"""""";""""""
55000DT;248000km;07.2010;Diesel;Manuelle;8cv;Propulsion;SUV/4x4;23.02.2024;Ariana;Nissan;Navara;"""""";Noir;Beige;Cuirintégral;5;4;2500cm³
98500DT;118000km;09.2019;Diesel;Automatique;7cv;Propulsion;SUV/4x4;23.02.2024;Médenine;KIA;Sportage;"""""";GrisShark;Noir;Similicuir;5;4;899cm³
78000DT;111000km;04.2013;Essence;Automatique;9cv;Traction;Coupé;23.02.2024;Monastir;BMW;Série3cabriolet;(E93)Cabriolet;"""""";"""""";"""""";"""""";"""""";""""""
23000DT;600000km;12.1999;Diesel;Manuelle;7cv;Traction;Berline;23.02.2024;BenArous;Audi;A4;Série1Phase2AvantQuattro(8D5);"""""";"""""";"""""";"""""";"""""";""""""
18500DT;430000km;05.2005;Diesel;Manuelle;5cv;Traction;Citadine;24.02.2024;Nabeul;Peugeot;307;"""""";Bleu;Noir;Similicuir;5;5;1560cm³
35000DT;38000km;04.2019;Essence;Manuelle;4cv;Traction;Citadine;24.02.2024;Sfax;Mitsubishi;Mirage;"""""";Aubergine;Noir;Tissu;5;2;1193cm³
132000DT;99000km;07.2020;Diesel;Manuelle;8cv;Traction;SUV/4x4;24.02.2024;Tunis;Volkswagen;Tiguan;II;"""""";"""""";"""""";"""""";"""""";""""""
18800DT;236000km;07.2005;Essence;Manuelle;5cv;Propulsion;Citadine;24.02.2024;Ariana;Ford;Fiesta;V;"""""";"""""";"""""";"""""";"""""";""""""
110000DT;11000km;02.2021;Essence;Automatique;8cv;Traction;SUV/4x4;24.02.2024;Ariana;Hyundai;Tucson;"""""";Blanc;Noir;Cuirpartiel;5;5;1600cm³
44000DT;51000km;11.2018;Essence;Manuelle;4cv;Traction;Citadine;24.02.2024;Nabeul;Seat;Ibiza;V;"""""";"""""";"""""";"""""";"""""";""""""
35500DT;198000km;07.2014;Essence;Manuelle;7cv;Intégrale;Berline;24.02.2024;Ariana;Chevrolet;Cruze;"""""";GrisShark;Gris;Tissu;5;4;1650cm³
43500DT;104000km;12.2018;Essence;Manuelle;5cv;Traction;Citadine;24.02.2024;Sfax;Renault;Clio;IVEstatePhase2;"""""";"""""";"""""";"""""";"""""";""""""
51000DT;230000km;05.2011;Diesel;Automatique;8cv;Intégrale;SUV/4x4;25.02.2024;Tunis;BMW;X1;"""""";Blanc;Cuirintégral;1995cm³;"""""";"""""";""""""
48000DT;144000km;12.2009;Essence;Manuelle;7cv;Intégrale;Coupé;25.02.2024;Tunis;BMW;Série3coupé;(E92)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
90000DT;70000km;11.2021;Essence;Automatique;11cv;Intégrale;SUV/4x4;25.02.2024;Tunis;Chery;Tiggo8Pro;"""""";Bleu;Marron;Cuirintégral;7;5;1598cm³
100000DT;120000km;07.2019;Essence;Automatique;7cv;Traction;Berline;25.02.2024;Tunis;Mercedes-Benz;CLA;(117)ShootingBrakePhase2;"""""";"""""";"""""";"""""";"""""";""""""
68000DT;97000km;01.2021;Essence;Automatique;7cv;Traction;SUV/4x4;25.02.2024;Sfax;MG;ZS;ZSSUVEV;"""""";"""""";"""""";"""""";"""""";""""""
84000DT;276000km;11.2018;Diesel;Automatique;10cv;Traction;SUV/4x4;25.02.2024;Sousse;KIA;Sportage;IVPhase2(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
38000DT;160000km;05.2018;Essence;Manuelle;4cv;Traction;Citadine;25.02.2024;Tunis;Seat;Ibiza;"""""";Noir;Gris;Tissu;5;5;902cm³
109000DT;335000km;12.2006;Diesel;Manuelle;11cv;Intégrale;SUV/4x4;25.02.2024;Tunis;Toyota;Prado;"""""";Blanc;Gris;Tissu;7;5;3000cm³
175000DT;6000km;12.2022;Hybriderechargeableessence;Automatique;8cv;Traction;Compacte;25.02.2024;Tunis;Mercedes-Benz;ClasseA;(W177)Hatchback;"""""";"""""";"""""";"""""";"""""";""""""
44000DT;231000km;04.2014;Essence;Manuelle;5cv;Traction;Compacte;26.02.2024;Nabeul;Seat;Leon;"""""";Blanc;Noir;Similicuir;5;5;1200cm³
23000DT;152000km;03.2014;Essence;Manuelle;5cv;Traction;Citadine;26.02.2024;BenArous;Ford;Figo;"""""";Rouge;Autre;Tissu;5;4;899cm³
47900DT;98000km;08.2021;Essence;Manuelle;4cv;Traction;Coupé;26.02.2024;Tunis;Seat;Ibiza;"""""";Blanc;Gris;Tissu;5;5;999cm³
52000DT;86000km;03.2010;Essence;Manuelle;10cv;Traction;SUV/4x4;26.02.2024;Tunis;Opel;Antara;(10/2006-12/2017);GrisShark;Gris;Tissu;5;5;""""""
63000DT;87000km;12.2018;Essence;Automatique;7cv;Traction;SUV/4x4;26.02.2024;BenArous;Ford;Ecosport;Phase3;"""""";"""""";"""""";"""""";"""""";""""""
30500DT;99000km;11.2013;Essence;Manuelle;5cv;Traction;Coupé;26.02.2024;Tunis;Citroën;DS3;(A55);"""""";"""""";"""""";"""""";"""""";""""""
73000DT;185000km;09.2017;Essence;Automatique;8cv;Traction;SUV/4x4;26.02.2024;Tunis;Volkswagen;Tiguan;"""""";Marron;Noir;Cuirintégral;5;5;1400cm³
100000DT;115000km;12.2016;Diesel;Automatique;10cv;Traction;SUV/4x4;26.02.2024;Sfax;KIA;Sportage;"""""";Grisargent;Gris;Tissu;5;4;899cm³
82000DT;72000km;07.2017;Essence;Automatique;7cv;Traction;SUV/4x4;26.02.2024;Ariana;Nissan;Qashqai;IIPhase2(J11E);"""""";"""""";"""""";"""""";"""""";""""""
33000DT;33000km;07.2021;Essence;Manuelle;5cv;Traction;Citadine;26.02.2024;Tunis;Mahindra;KUV100;"""""";Rouge;Noir;Tissu;5;4;1198cm³
34000DT;70000km;01.2020;Essence;Manuelle;6cv;Intégrale;Berline;26.02.2024;Siliana;Geely;GC6;"""""";Noir;Beige;Similicuir;5;4;1498cm³
40000DT;81000km;10.2017;Essence;Manuelle;5cv;Traction;Berline;27.02.2024;Sfax;Citroën;C3;III(B618);"""""";"""""";"""""";"""""";"""""";""""""
38500DT;65000km;03.2022;Essence;Manuelle;4cv;Traction;Citadine;27.02.2024;Sfax;KIA;Picanto;(JA);"""""";"""""";"""""";"""""";"""""";""""""
45000DT;97000km;01.2020;Diesel;Manuelle;5cv;Traction;Utilitaire;27.02.2024;Monastir;Peugeot;Partner;(K9);"""""";"""""";"""""";"""""";"""""";""""""
61000DT;245000km;03.2011;Essence;Automatique;15cv;Propulsion;Berline;27.02.2024;Tunis;Mercedes-Benz;ClasseE;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
91000DT;120000km;01.2008;Essence;Automatique;43cv;Intégrale;SUV/4x4;27.02.2024;Tunis;Porsche;Cayenne;"""""";Noir;"""""";"""""";"""""";"""""";""""""
40000DT;45000km;08.2019;Essence;Manuelle;5cv;Traction;Berline;27.02.2024;Tunis;Renault;Symbol;"""""";Grisanthracite;Beige;Similicuir;5;4;1200cm³
73000DT;275000km;07.2016;Diesel;Manuelle;6cv;Intégrale;Autres;27.02.2024;Tunis;BMW;Série2ActiveTourer;(F45)ActiveTourer;"""""";"""""";"""""";"""""";"""""";""""""
39500DT;170000km;08.2017;Essence;Manuelle;7cv;Traction;Berline;27.02.2024;Monastir;Honda;City;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
42000DT;63000km;06.2019;Essence;Manuelle;5cv;Traction;Citadine;27.02.2024;Tunis;AlfaRomeo;Mito;Phase3;"""""";"""""";"""""";"""""";"""""";""""""
52000DT;98000km;07.2020;Essence;Manuelle;4cv;Traction;Citadine;27.02.2024;BenArous;Seat;Ibiza;"""""";Grisanthracite;Gris;Tissu;5;5;999cm³
74000DT;10000km;03.2022;Essence;Automatique;6cv;Traction;Berline;27.02.2024;Tunis;Hyundai;Accent;"""""";Noir;Noir;Tissu;5;4;1400cm³
107000DT;47000km;08.2021;Essence;Automatique;8cv;Traction;Compacte;27.02.2024;Ariana;Seat;Ateca;"""""";Blanc;Noir;Cuirpartiel;5;5;1400cm³
112000DT;52000km;05.2021;Essence;Automatique;8cv;Traction;SUV/4x4;27.02.2024;Ariana;Seat;Ateca;"""""";GrisShark;Noir;Cuirintégral;5;5;1400cm³
52000DT;262578km;07.2009;Diesel;Manuelle;10cv;Traction;Citadine;27.02.2024;BenArous;Mercedes-Benz;ClasseC;(204)Berline;"""""";"""""";"""""";"""""";"""""";""""""
37500DT;39500km;03.2021;Essence;Manuelle;5cv;Traction;Compacte;27.02.2024;Tunis;Mahindra;KUV100;"""""";Blanc;Gris;Tissu;5;5;1198cm³
30500DT;90000km;05.2020;Essence;Manuelle;4cv;Traction;Citadine;27.02.2024;Sousse;Suzuki;CelerioPopulaire;"""""";Grisargent;Noir;Similicuir;5;5;1000cm³
26000DT;420000km;06.2005;Diesel;Manuelle;12cv;Traction;Pickup;27.02.2024;BenArous;Mazda;Bseries;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
35000DT;194000km;08.2014;Essence;Manuelle;5cv;Traction;Utilitaire;27.02.2024;Ariana;Toyota;YarisSedan;"""""";Aubergine;"""""";"""""";"""""";"""""";""""""
62000DT;80000km;03.2019;Essence;Manuelle;7cv;Traction;SUV/4x4;27.02.2024;Tunis;Ssangyong;Tivoli;(03/2015-05/2019);Noir;Beige;Tissu;5;4;""""""
32000DT;90000km;12.2015;Essence;Manuelle;5cv;Traction;Citadine;28.02.2024;Tunis;Peugeot;208;IPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
80500DT;94000km;05.2016;Essence;Automatique;8cv;Traction;SUV/4x4;28.02.2024;Mahdia;KIA;Sportage;IV(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
49000DT;83000km;11.2016;Essence;Manuelle;5cv;Traction;SUV/4x4;28.02.2024;LaManouba;Peugeot;2008;(A94)5HB;"""""";"""""";"""""";"""""";"""""";""""""
60000DT;349000km;04.2008;Diesel;Manuelle;10cv;Intégrale;Utilitaire;28.02.2024;Gabès;Toyota;HiluxDoubleCabine;"""""";Noir;Autre;Similicuir;5;4;2494cm³
25000DT;170000km;03.2020;Diesel;Manuelle;5cv;Traction;Autres;28.02.2024;Ariana;Fiat;Doblo;CargoIII(263)FourgonPhase2;"""""";"""""";"""""";"""""";"""""";""""""
75000DT;75000km;06.2020;Essence;Automatique;6cv;Traction;Citadine;28.02.2024;Sousse;Toyota;Corolla;"""""";Blanc;"""""";Cuirintégral;"""""";"""""";""""""
74000DT;133000km;07.2013;Essence;Automatique;7cv;Traction;Berline;28.02.2024;Sousse;Mercedes-Benz;CLA;(117)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
46500DT;66000km;09.2020;Essence;Manuelle;6cv;Traction;SUV/4x4;28.02.2024;BenArous;Chery;Tiggo2;"""""";GrisShark;Noir;Similicuir;5;4;1497cm³
62000DT;95000km;08.2017;Essence;Manuelle;6cv;Propulsion;Citadine;28.02.2024;Ariana;BMW;Série1;(F20)LCI5portes;"""""";"""""";"""""";"""""";"""""";""""""
80000DT;80000km;03.2021;Essence;Automatique;6cv;Propulsion;Citadine;28.02.2024;Bizerte;Toyota;Corolla;"""""";Bleu;Noir;Similicuir;5;5;901cm³
39000DT;48900km;10.2017;Essence;Manuelle;5cv;Traction;Citadine;28.02.2024;Nabeul;Ford;Fiesta;"""""";Rouge;Marron;Tissu;5;5;900cm³
160000DT;148000km;06.2013;Essence;Automatique;21cv;Intégrale;Monospace;29.02.2024;Tunis;Porsche;Cayenne;"""""";Blanc;"""""";Cuirintégral;"""""";"""""";""""""
250000DT;58000km;07.2020;Diesel;Automatique;8cv;Intégrale;SUV/4x4;29.02.2024;Tunis;BMW;X3;"""""";Bleu;"""""";Cuirintégral;"""""";"""""";""""""
22000DT;121000km;04.2010;Essence;Automatique;4cv;Traction;Citadine;29.02.2024;Sousse;Smart;ForTwo;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
68000DT;180000km;05.2018;Diesel;Manuelle;9cv;Traction;Pickup;29.02.2024;Tunis;Mazda;BT-50Pro;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
170000DT;27000km;07.2022;Essence;Automatique;11cv;Traction;Citadine;29.02.2024;Tunis;Cupra;Formentor;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
58000DT;187000km;12.2012;Diesel;Automatique;7cv;Traction;Citadine;29.02.2024;Ariana;Mercedes-Benz;ClasseA;"""""";Noir;Noir;Cuirpartiel;5;5;1332cm³
90000DT;73000km;12.2020;Essence;Manuelle;6cv;Intégrale;Compacte;29.02.2024;Sousse;Volkswagen;Golf8;"""""";Noir;Gris;Cuirintégral;5;4;999cm³
29000DT;200000km;06.2012;Essence;Manuelle;6cv;Traction;Berline;29.02.2024;Ariana;Citroën;C4;II(B7);"""""";"""""";"""""";"""""";"""""";""""""
80000DT;110000km;11.2020;Diesel;Automatique;6cv;Propulsion;SUV/4x4;29.02.2024;Tunis;Renault;Kadjar;"""""";Blanc;Noir;Cuirintégral;5;4;1197cm³
40000DT;123000km;06.2018;Essence;Manuelle;6cv;Traction;SUV/4x4;29.02.2024;Sousse;GreatWall;M4;"""""";Noir;Noir;Similicuir;5;5;1497cm³
42500DT;30000km;03.2021;Essence;Manuelle;4cv;Traction;Citadine;29.02.2024;Ariana;Hyundai;Grandi10;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
33900DT;130000km;08.2015;Essence;Manuelle;4cv;Intégrale;Berline;29.02.2024;Tunis;Lancia;Ypsilon;2011;"""""";"""""";"""""";"""""";"""""";""""""
185000DT;165000km;08.2015;Diesel;Automatique;13cv;Intégrale;SUV/4x4;29.02.2024;Tunis;BMW;X5;"""""";Noir;Marron;Cuirintégral;5;5;2000cm³
62000DT;300000km;11.2009;Essence;Automatique;9cv;Traction;Berline;29.02.2024;Tunis;Mercedes-Benz;ClasseC;(204)Berline;"""""";"""""";"""""";"""""";"""""";""""""
31500DT;78000km;09.2018;Essence;Manuelle;5cv;Traction;SUV/4x4;29.02.2024;Tunis;Mahindra;KUV100;"""""";Grisargent;Noir;Tissu;5;4;900cm³
57000DT;151000km;03.2011;Essence;Automatique;10cv;Propulsion;Berline;29.02.2024;Tunis;BMW;Série3;(E90)LCIBerline;"""""";"""""";"""""";"""""";"""""";""""""
52000DT;123000km;09.2017;Essence;Manuelle;6cv;Traction;Berline;29.02.2024;Ariana;Mazda;3sedan;"""""";Bleu;Noir;Cuirpartiel;5;4;1500cm³
28000DT;180000km;07.2016;Essence;Manuelle;4cv;Traction;Citadine;29.02.2024;Sfax;Fiat;GrandePunto;"""""";Blanc;Noir;Cuirintégral;5;5;899cm³
70000DT;220000km;12.2012;Essence;Automatique;12cv;Intégrale;SUV/4x4;29.02.2024;Ariana;Volkswagen;Tiguan;IPhase2;"""""";"""""";"""""";"""""";"""""";""""""
78000DT;39900km;09.2022;Essence;Automatique;7cv;Traction;SUV/4x4;01.03.2024;Sousse;MG;ZS;ZSSUVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
35500DT;110000km;07.2014;Essence;Manuelle;6cv;Traction;Compacte;01.03.2024;Tunis;Citroën;C4;II(B7);"""""";"""""";"""""";"""""";"""""";""""""
140000DT;20000km;06.2022;Essence;Automatique;8cv;Traction;Berline;01.03.2024;BenArous;Audi;A3Berline;Série4Limousine;"""""";"""""";"""""";"""""";"""""";""""""
55000DT;243000km;06.2009;Essence;Automatique;9cv;Traction;Berline;01.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";Autre;Noir;Tissu;5;5;1597cm³
28000DT;600000km;10.2006;Diesel;Manuelle;10cv;Traction;SUV/4x4;01.03.2024;Kasserine;Mitsubishi;L200DoubleCabine;"""""";Grisargent;Noir;Tissu;5;4;2000cm³
130000DT;250000km;04.2016;Diesel;Automatique;9cv;Intégrale;SUV/4x4;01.03.2024;Sousse;Mercedes-Benz;GLC;"""""";Noir;Marron;Cuirintégral;5;5;2200cm³
205000DT;54000km;11.2021;Essence;Automatique;9cv;Intégrale;Autres;01.03.2024;Sfax;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
138000DT;79000km;01.2018;Essence;Automatique;7cv;Propulsion;Berline;01.03.2024;Tunis;BMW;Série4GranCoupé;"""""";GrisShark;Autre;Cuirintégral;5;4;1499cm³
62500DT;170000km;08.2013;Essence;Automatique;7cv;Traction;Berline;01.03.2024;Tunis;BMW;Série3;"""""";Noir;Beige;Cuirintégral;5;5;1598cm³
